PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,DaysSinceLastLogin,FriendsCount,HistoricalActivityLevel
14818,44,Female,Other,Strategy,6.998555310291667,1,Medium,1,123,30,33,Low,17,11,0.7988510264526807
14819,26,Male,Asia,Strategy,10.166074783460465,0,Hard,11,130,20,6,Low,21,15,0.6458013282070323
14820,18,Male,USA,Simulation,3.7713539076076055,0,Medium,17,179,34,15,High,29,6,0.6212843538852445
14821,38,Male,Europe,Sports,13.421048397659613,0,Medium,13,73,12,18,Medium,9,9,0.8935537485054474
14822,43,Female,Europe,Action,10.947770537393112,1,Hard,16,162,58,23,High,6,15,0.6017740268584486
14823,23,Female,Other,RPG,20.3371165229902,0,Easy,9,154,96,22,High,19,21,0.27393763430977924
14824,18,Male,Europe,Strategy,6.375949169945431,0,Medium,15,156,50,29,Medium,13,8,0.4871012894745116
14825,38,Female,Europe,Strategy,23.804464769402536,0,Medium,0,28,51,31,Medium,3,12,0.7144605674755049
14826,28,Female,Europe,Sports,22.15004977404299,1,Easy,2,151,34,37,Medium,7,16,0.8314556715682427
14827,19,Male,USA,Sports,13.311591263014526,0,Easy,4,25,85,44,Low,22,14,0.5310381229216625
14828,32,Female,USA,Strategy,15.8901503329813,0,Easy,6,43,89,44,Medium,9,16,0.810003630447131
14829,33,Male,Asia,Simulation,23.0177731289334,0,Easy,4,125,72,46,Medium,22,20,0.9896124748079338
14830,26,Male,USA,Simulation,7.456534906572611,0,Hard,3,94,28,27,Low,5,9,0.06199654833777202
14831,32,Male,USA,RPG,0.865815248991586,0,Medium,17,151,77,17,High,10,15,0.730585407912848
14832,31,Female,Europe,Action,6.458827557397854,0,Easy,18,69,50,10,Low,23,9,0.9271131423240127
14833,44,Male,Other,Sports,1.9542231812583493,0,Medium,9,87,23,40,Medium,17,4,0.5002085703234321
14834,38,Female,Other,Strategy,18.79700732264981,0,Medium,14,68,26,22,Medium,12,11,0.3809357885774902
14835,25,Female,Asia,RPG,6.795709321864737,0,Medium,1,46,27,40,Low,23,10,0.5516204567349877
14836,49,Female,Europe,RPG,3.1869352148236345,1,Medium,7,154,96,13,Medium,16,10,0.9077847423135297
14837,37,Female,Asia,Action,23.46299012120612,0,Hard,6,41,55,45,Medium,3,11,0.8519606597407373
14838,31,Male,Europe,Sports,0.5659670247513633,1,Hard,3,45,72,49,Medium,25,8,0.600179888951153
14839,15,Male,Europe,Simulation,23.650829044653268,0,Easy,14,108,66,6,Medium,22,17,0.9317976998687945
14840,29,Male,USA,Simulation,15.830349531374592,1,Easy,16,177,38,36,High,9,10,0.7244514046960115
14841,46,Male,Other,Sports,12.945501608188902,0,Hard,11,167,77,13,High,29,14,0.3760916653101649
14842,23,Female,Europe,RPG,15.398826463749758,0,Medium,14,25,72,2,Medium,15,14,0.2380211472615541
14843,29,Female,Europe,RPG,22.606350692244984,0,Easy,14,142,25,17,High,5,9,0.6310611342202772
14844,42,Male,USA,RPG,2.2911301917083176,0,Medium,7,104,83,4,Medium,23,11,0.761814298631207
14845,38,Female,Europe,Strategy,15.84703713157872,0,Easy,14,21,57,24,Medium,13,8,0.6654694334096191
14846,49,Female,Other,Simulation,10.903197709908106,0,Medium,8,41,33,0,Low,14,7,0.6145203693661233
14847,36,Female,Asia,Strategy,20.237561017654286,0,Medium,14,101,30,10,Medium,20,9,0.09009251580157107
14848,41,Male,Asia,Action,10.594513264034552,1,Easy,7,29,47,2,Low,15,11,0.5977864711715873
14849,33,Female,USA,Simulation,9.875929490789815,0,Easy,9,59,59,11,Medium,16,12,0.010561071388217602
14850,26,Male,USA,Sports,22.34941525919064,0,Easy,0,57,67,34,Low,23,14,0.04027769499137168
14851,34,Male,USA,RPG,19.152242088402662,1,Easy,10,16,78,43,Medium,13,15,0.25123669931287096
14852,15,Male,USA,Action,5.315205854375444,1,Medium,13,166,28,38,High,17,8,0.12352997744233674
14853,35,Male,USA,Sports,11.239322767791595,0,Hard,9,131,59,1,Medium,23,18,0.22841788355263226
14854,15,Male,Europe,Strategy,17.039173724658788,0,Hard,4,70,57,23,Medium,8,10,0.9700053965579497
14855,24,Male,USA,Strategy,5.705465746512356,0,Easy,12,165,97,17,Low,21,13,0.933938260947638
14856,46,Female,Other,RPG,17.390597098892627,0,Medium,0,142,43,23,Low,2,13,0.07192297741939102
14857,36,Female,Other,Sports,19.30181492846075,0,Hard,2,153,21,23,Low,5,12,0.08430782996144115
14858,32,Female,USA,Simulation,18.97661622641483,0,Easy,14,49,72,17,Low,6,12,0.5816109264885228
14859,46,Male,Europe,RPG,2.100479033726116,0,Easy,3,62,94,23,Low,12,10,0.945284104656339
14860,41,Female,Europe,Simulation,8.377428176870769,0,Hard,1,172,98,21,Low,18,8,0.7617957261867798
14861,42,Female,USA,Action,23.753218824844463,0,Easy,12,150,1,40,High,22,14,0.6884987202019083
14862,32,Male,Asia,RPG,17.914212182389242,0,Easy,6,87,17,3,Medium,22,8,0.4032771085792636
14863,43,Female,USA,Sports,19.16506467932349,0,Easy,6,175,46,1,Medium,1,4,0.7047871394754395
14864,32,Female,Europe,Simulation,16.557322596693233,0,Easy,15,91,98,43,High,17,10,0.6027511737656894
14865,22,Male,USA,RPG,20.96433532744836,0,Medium,13,140,16,26,High,11,19,0.7915271089493877
14866,45,Female,Asia,Simulation,17.317024488126535,0,Hard,4,26,53,39,Low,10,13,0.9194866770729135
14867,48,Female,Europe,Action,13.890607178402623,0,Easy,9,103,85,12,Medium,19,10,0.7384878292435142
14868,21,Female,Asia,Action,15.204744576601843,1,Easy,17,46,63,11,Medium,14,17,0.23795182244579227
14869,32,Female,USA,Action,11.66640318567187,0,Medium,14,41,99,33,Medium,26,16,0.478309797868922
14870,23,Female,USA,Sports,3.248449374297961,0,Easy,13,83,59,19,Medium,10,11,0.7223997676853482
14871,23,Female,USA,Action,5.385071327708004,0,Easy,19,64,37,23,Medium,15,8,0.8164981827100258
14872,22,Female,Asia,Action,3.01626441753987,0,Easy,10,125,26,11,Medium,28,17,0.22150842130618653
14873,49,Female,USA,RPG,18.746134696314385,0,Medium,17,45,57,45,Medium,19,14,0.5589739799911604
14874,32,Female,USA,Strategy,10.864700429848364,0,Medium,10,33,70,15,Medium,4,14,0.9393785072602546
14875,19,Female,Europe,RPG,9.240429891872758,0,Hard,3,121,8,48,Medium,2,14,0.6713902375270822
14876,28,Male,USA,Sports,6.103568006828871,0,Easy,2,84,82,21,Low,9,13,0.5410385728086617
14877,42,Female,Asia,Sports,3.246963984709832,0,Easy,0,95,8,20,Low,10,13,0.6987116652763795
14878,44,Male,USA,Action,10.18649346806012,0,Easy,16,88,50,6,Medium,28,11,0.562143828612064
14879,18,Male,Europe,Sports,7.549350802113475,0,Easy,19,143,13,21,High,11,10,0.2905342365338053
14880,34,Male,Europe,Simulation,4.769449458245327,0,Easy,15,119,25,9,High,14,12,0.4071622606764327
14881,39,Male,USA,Simulation,5.822233414435858,1,Easy,16,163,85,11,High,7,15,0.8316514473228438
14882,42,Male,USA,Simulation,20.918797361701778,0,Medium,6,29,14,21,Low,23,8,0.5885281946705596
14883,26,Female,Europe,RPG,8.040095069624918,0,Medium,19,27,34,36,Medium,15,10,0.42718923381518126
14884,16,Female,USA,Strategy,20.95720842031645,1,Hard,14,96,31,47,Medium,22,14,0.11286942259288091
14885,28,Male,USA,Strategy,21.256965001050887,1,Hard,14,14,19,16,Medium,19,14,0.11501598838691884
14886,36,Female,USA,Strategy,14.577560712741576,1,Medium,7,114,6,34,Medium,22,7,0.15120829386215418
14887,45,Female,Asia,RPG,21.24581624192303,0,Hard,8,170,22,24,Medium,15,14,0.9261707480314415
14888,37,Male,USA,RPG,22.14770622124621,0,Hard,0,38,62,22,Medium,28,15,0.9572339508029643
14889,34,Male,Asia,Simulation,5.3701871016968985,0,Easy,11,170,90,41,High,24,13,0.7333213724811889
14890,18,Male,USA,Action,20.29391848360557,0,Hard,17,61,4,21,Medium,8,7,0.04789010459751275
14891,29,Female,Asia,RPG,23.200432126760283,0,Medium,7,97,10,12,Medium,11,15,0.6023372549279638
14892,38,Male,Europe,Sports,12.471733364665027,0,Hard,10,66,65,3,Medium,29,9,0.6242904867029135
14893,39,Female,Europe,Action,21.097598468455278,0,Medium,7,103,32,45,Medium,9,18,0.9846703592932994
14894,15,Male,USA,Sports,14.743962400057036,1,Easy,5,153,23,33,Medium,15,16,0.23937920898550746
14895,21,Male,USA,Sports,19.94557916509433,0,Hard,5,136,51,20,Medium,1,10,0.723106417067994
14896,45,Male,Europe,Sports,5.336947979264222,1,Easy,9,93,54,30,Medium,1,16,0.9936351907115881
14897,26,Male,Europe,Strategy,4.945010578171808,0,Hard,19,38,87,29,Medium,19,12,0.9390845071988182
14898,19,Female,Europe,Action,19.73226360180293,0,Easy,13,173,21,47,High,3,9,0.354464067122092
14899,26,Male,USA,RPG,17.68972667787167,1,Easy,12,98,45,1,Medium,10,16,0.14136506205632948
14900,32,Male,Europe,Strategy,21.244265505305144,0,Easy,12,13,13,40,Low,8,18,0.07667391843109006
14901,16,Male,Europe,RPG,0.6488649444740258,0,Easy,17,179,13,19,High,15,19,0.059836941072141214
14902,24,Female,USA,RPG,14.93287601830218,0,Easy,14,32,69,37,Medium,10,7,0.08806576258535403
14903,29,Female,Other,Action,10.556305702076315,0,Medium,18,113,80,4,High,1,17,0.9795365336119339
14904,44,Female,Asia,Strategy,8.133047895364017,0,Easy,16,168,42,34,High,29,9,0.9869330199304247
14905,31,Female,USA,Simulation,20.539192399994363,0,Hard,4,127,54,49,Medium,18,10,0.115675138734053
14906,18,Male,Europe,Sports,7.697595769927888,0,Medium,8,104,88,23,Medium,2,10,0.0818598359696362
14907,21,Male,Europe,Simulation,9.10696949983856,0,Hard,0,82,99,37,Low,19,11,0.6645759311447982
14908,45,Male,USA,Sports,5.790674065705257,0,Medium,7,100,42,21,Medium,13,13,0.8188632837730481
14909,48,Male,Europe,Sports,23.3494141864006,0,Easy,11,168,26,37,High,22,10,0.7582182616821501
14910,20,Male,USA,Simulation,15.17253825128941,1,Hard,11,115,36,35,Medium,1,11,0.009293975586762704
14911,48,Female,USA,RPG,17.426775288732784,1,Easy,17,54,30,39,Medium,2,13,0.43473115830842546
14912,29,Female,Other,Strategy,23.563920588166837,0,Easy,12,103,74,14,Medium,29,16,0.7200319859050193
14913,28,Male,Europe,Sports,13.21403851676322,0,Hard,8,110,74,44,Medium,16,11,0.8128474053872411
14914,20,Male,USA,Strategy,11.336195900139668,0,Easy,9,92,28,44,Medium,15,6,0.6943001503644092
14915,46,Female,Europe,Action,11.357081811286502,0,Medium,0,146,30,26,Low,13,10,0.3297115436569831
14916,17,Female,Other,Strategy,17.31381514387708,0,Easy,12,119,85,2,High,16,9,0.27081665829932966
14917,17,Male,USA,Action,21.79561198346453,1,Hard,7,118,58,3,Medium,17,20,0.8290314544539014
14918,36,Male,Europe,Sports,18.614705914951063,1,Easy,18,150,81,27,High,21,10,0.5433437754066661
14919,36,Female,Asia,RPG,12.604731228634488,0,Medium,15,57,77,37,High,29,12,0.25431145225477947
14920,24,Female,Asia,RPG,6.319771659383798,0,Medium,11,95,97,17,Medium,29,11,0.8673089678183519
14921,17,Male,Asia,RPG,20.1304310095345,0,Easy,17,41,90,10,Medium,7,12,0.8167168926490448
14922,26,Male,Other,Action,19.923660196315424,1,Easy,18,57,62,4,Medium,24,11,0.4934665928697096
14923,43,Male,USA,Strategy,5.317713283387218,0,Hard,16,47,23,27,Medium,26,12,0.8103716841619715
14924,31,Female,USA,Sports,16.47785199720945,0,Easy,17,93,17,13,High,17,9,0.10344710890150954
14925,21,Male,USA,RPG,13.31553385091158,0,Medium,4,35,24,31,Low,7,10,0.9074899314570284
14926,27,Female,USA,Sports,5.248094659463617,0,Hard,18,56,52,4,Medium,13,12,0.9778157527588988
14927,16,Male,USA,Sports,6.99581293841943,0,Medium,4,36,50,15,Low,5,11,0.010871716292504052
14928,18,Female,Asia,Sports,17.486805027833594,0,Hard,12,27,75,12,Medium,26,13,0.8668069640715701
14929,24,Female,Asia,Action,22.803812551563308,0,Hard,2,67,78,19,Low,17,7,0.7519845113695313
14930,38,Male,USA,Strategy,15.567218574489967,0,Medium,17,42,74,16,Medium,3,8,0.8550816542510982
14931,31,Male,Other,RPG,23.37121984954897,1,Medium,14,111,40,6,High,7,12,0.29682228205522687
14932,20,Male,Europe,Strategy,13.093281751336152,0,Medium,4,65,19,6,Low,26,15,0.9550355561600155
14933,33,Female,USA,RPG,20.51137616185826,0,Easy,2,63,93,16,Low,17,13,0.8329174715010433
14934,19,Male,Europe,Action,23.380657489690524,0,Easy,11,122,29,26,Medium,7,10,0.4121853050830533
14935,46,Female,Europe,Simulation,0.7001131616687051,1,Easy,4,20,78,42,Low,21,12,0.7884422351480455
14936,24,Female,USA,Action,1.018647166338087,0,Easy,16,133,19,20,High,1,16,0.42605663560576723
14937,23,Male,Other,Strategy,6.034395709214158,0,Easy,7,42,48,14,Low,17,8,0.32969309480951947
14938,41,Female,Europe,RPG,6.782007402520676,0,Hard,16,18,44,33,Medium,17,4,0.1459996789893312
14939,27,Female,Europe,Strategy,13.349527751384546,1,Medium,3,32,24,49,Low,11,15,0.927660927859491
14940,33,Female,Other,Strategy,12.00217670712328,0,Medium,13,156,79,21,High,25,12,0.23155475864556263
14941,35,Male,Asia,Action,20.044092310607663,0,Medium,12,151,89,19,Low,27,16,0.5111767415162642
14942,38,Female,USA,Strategy,13.268359559103263,1,Easy,1,21,64,37,Low,29,11,0.5284430042991687
14943,18,Male,USA,Action,6.623000239652977,0,Easy,15,175,47,42,Medium,3,14,0.03387631902812549
14944,38,Female,USA,Strategy,5.267724981596388,0,Easy,4,174,14,3,Medium,15,14,0.7966250400436359
14945,49,Male,USA,Simulation,6.996209159010884,1,Medium,16,125,64,44,High,29,14,0.6934871149079161
14946,17,Female,Other,Sports,3.3807450069285307,1,Easy,3,12,96,9,Low,21,5,0.2896343661912868
14947,18,Female,Asia,Simulation,14.56464806812809,1,Hard,18,105,27,42,High,11,9,0.9328289971557849
14948,49,Male,USA,RPG,5.799774832620984,0,Easy,13,107,15,19,Medium,26,12,0.9915573040244954
14949,45,Male,Other,Action,20.783627196814457,0,Easy,18,126,77,35,High,28,12,0.673839839804019
14950,39,Male,USA,Sports,23.161976883564723,1,Easy,3,142,61,4,Medium,16,10,0.7486759065948543
14951,27,Male,Asia,Strategy,9.35397714821834,0,Hard,6,158,7,48,Low,25,9,0.05953611747662657
14952,18,Female,USA,Action,22.319151451815863,1,Medium,17,25,74,43,Medium,22,15,0.43538042130823895
14953,28,Female,USA,RPG,20.87013112335063,0,Easy,15,115,19,7,High,28,13,0.024665716955440176
14954,27,Male,Europe,Simulation,12.40487425237479,1,Medium,12,28,24,35,Medium,9,11,0.7190844518579409
14955,41,Male,Asia,Strategy,4.357333732719629,1,Medium,5,45,8,7,Low,24,7,0.8308305491143277
14956,20,Female,USA,RPG,13.973371330166858,0,Medium,19,128,11,11,High,24,12,0.11903054713286809
14957,31,Male,Asia,Action,18.568800540978568,0,Easy,1,18,8,40,Low,1,9,0.09379247173058014
14958,49,Female,Other,RPG,2.9870902282391656,0,Medium,1,125,40,33,Medium,29,10,0.8233489886204051
14959,31,Male,USA,Sports,22.460253172653957,0,Easy,6,152,19,14,High,25,8,0.5070952674388293
14960,16,Female,Asia,Sports,18.191847412000925,0,Hard,13,127,76,35,High,22,5,0.8463797701801994
14961,27,Male,USA,Strategy,19.98330393432479,0,Medium,0,42,91,41,Low,16,7,0.3957407127286413
14962,16,Male,USA,RPG,13.6314817271182,0,Medium,7,50,87,32,Medium,9,10,0.17444315606178884
14963,42,Male,Asia,Strategy,5.849304099174124,1,Easy,19,20,93,18,Medium,19,9,0.3709143992255145
14964,40,Female,USA,Action,0.7258423015949829,0,Medium,15,166,87,1,Medium,12,13,0.27925552649196284
14965,36,Male,Other,RPG,11.211174972358954,1,Medium,11,36,30,36,Medium,19,10,0.5091847669459465
14966,17,Female,Europe,Action,1.9248744431747056,0,Hard,6,122,24,7,Medium,22,15,0.8908036245962762
14967,49,Male,USA,Action,4.413578826002454,0,Easy,10,12,41,5,Low,9,12,0.3575276366786495
14968,26,Male,Other,RPG,11.337490706839748,0,Medium,10,178,41,17,High,7,10,0.7351917529363599
14969,38,Male,Europe,Action,12.455236613284738,0,Easy,18,167,84,17,Low,14,13,0.638954081881333
14970,19,Male,Asia,Sports,12.159963903724622,0,Hard,6,125,15,48,Medium,29,14,0.22272578440792146
14971,34,Male,Europe,Strategy,12.587186658203102,0,Medium,14,138,27,6,High,19,5,0.3172819776520962
14972,27,Male,USA,Strategy,7.074963121323293,0,Easy,4,57,97,1,Low,19,10,0.2064858251015007
14973,26,Female,Europe,Strategy,14.89310420346101,0,Easy,11,21,22,16,Low,2,11,0.758263329650864
14974,27,Female,USA,Strategy,8.641031721196669,1,Medium,16,135,3,8,High,9,8,0.1282521551387371
14975,24,Female,Asia,Sports,11.476577666505516,0,Easy,18,87,68,30,High,13,13,0.5785313112595886
14976,47,Male,Europe,RPG,7.362402545948816,0,Easy,3,80,72,38,Medium,15,21,0.17127140345275638
14977,30,Male,USA,RPG,2.9647863274430186,0,Easy,8,162,78,21,Medium,3,12,0.1974046857457863
14978,49,Male,Asia,Action,3.231609152081651,0,Medium,4,136,78,39,Medium,11,16,0.005180539665409101
14979,17,Male,Asia,Action,18.971931191530487,0,Easy,10,104,32,23,Medium,21,10,0.440802142402585
14980,19,Male,Asia,Sports,14.823866095633257,0,Easy,14,106,3,1,High,14,10,0.8093544897574174
14981,40,Male,USA,Simulation,0.4895650933834128,0,Hard,8,128,13,17,Medium,25,6,0.08809492868010937
14982,25,Male,Asia,RPG,19.775944212256967,1,Hard,3,80,56,13,Low,8,12,0.846278235174789
14983,21,Male,Europe,Action,0.0358111218340591,0,Easy,11,159,17,36,High,18,17,0.8435028005390544
14984,24,Male,Europe,Sports,3.279049262379909,0,Medium,19,39,50,27,Medium,19,12,0.2321667533907572
14985,48,Male,Europe,RPG,2.0182241152774525,0,Easy,2,57,64,18,Low,16,17,0.8732332070464798
14986,17,Male,Europe,Sports,8.933163255656506,0,Easy,14,79,98,26,Medium,2,12,0.8265372929404257
14987,22,Female,Asia,RPG,3.8501077871476816,0,Easy,1,63,84,16,Low,8,12,0.6543783498619736
14988,45,Male,Other,Sports,7.0584666093390105,0,Hard,18,121,66,49,Medium,22,15,0.8313016039032971
14989,25,Male,Asia,Strategy,4.493940808124008,0,Hard,0,60,52,38,Low,6,10,0.07365891209805953
14990,21,Male,Europe,Simulation,19.224332859041944,0,Medium,1,17,92,17,Low,12,12,0.31908258580246296
14991,16,Male,Europe,Simulation,3.090513151046909,0,Easy,5,117,88,27,Medium,15,17,0.28864568343063424
14992,20,Female,USA,RPG,2.2800564790446805,0,Easy,9,10,76,20,Low,25,12,0.7816268293773607
14993,46,Male,USA,Sports,6.196677123187115,0,Easy,13,59,95,26,Medium,8,13,0.7517298203542195
14994,34,Male,USA,RPG,8.137135474878425,0,Easy,11,156,54,1,High,4,13,0.8909942425794277
14995,48,Female,Other,Sports,8.73329577803965,1,Hard,9,95,81,1,Medium,15,13,0.28848691294478157
14996,30,Male,Asia,Strategy,0.7003200662604634,1,Medium,8,164,64,5,Medium,28,9,0.47382711914011555
14997,39,Female,USA,RPG,9.496306705103812,0,Easy,8,68,90,11,Medium,20,8,0.0187591398137561
14998,26,Female,Europe,Sports,6.346045050947526,0,Medium,19,177,25,28,High,25,9,0.9901530355570812
14999,21,Male,USA,Sports,13.31689349140521,0,Easy,13,70,37,33,Low,17,17,0.4110364552395043
15000,31,Male,USA,Simulation,5.146675212118847,0,Medium,4,10,28,36,Low,13,10,0.5579143900160602
15001,25,Female,Europe,Action,18.2349560588976,0,Easy,0,95,11,29,Low,18,9,0.5324382691401001
15002,20,Female,Europe,Action,17.408639168866333,0,Hard,15,59,75,39,Medium,2,9,0.3892547171644277
15003,37,Female,Asia,Action,2.033143486137192,0,Easy,13,17,49,46,Medium,13,12,0.2329402610197202
15004,41,Male,USA,Strategy,6.453560594030649,0,Hard,10,156,16,10,High,13,10,0.7461487555218181
15005,20,Male,Europe,Sports,9.411439694685775,1,Medium,12,23,15,2,Low,22,12,0.3760780215877225
15006,16,Female,Europe,Action,4.560107166733643,0,Easy,18,111,79,36,High,15,9,0.6725173307179763
15007,36,Male,Other,RPG,10.21189622783826,0,Medium,1,105,5,10,Low,20,8,0.7303751060188821
15008,34,Male,Europe,Strategy,18.542501762960026,0,Easy,11,169,67,15,High,29,10,0.7259726548782686
15009,39,Female,USA,RPG,0.2928141192846585,0,Hard,15,23,37,28,High,27,13,0.08153385238616784
15010,29,Male,USA,Strategy,1.6074636500680324,1,Easy,7,117,40,28,Medium,10,7,0.9745883464689243
15011,43,Female,USA,RPG,19.78411670969941,0,Medium,1,136,33,1,Low,29,14,0.7595806132809018
15012,22,Female,Other,Action,14.374676498326052,0,Easy,5,142,35,43,Medium,3,15,0.5973112430628914
15013,47,Male,Europe,Strategy,6.421099865186776,0,Easy,18,11,11,24,Low,19,19,0.28842083427643506
15014,36,Female,USA,Sports,23.712612044353115,1,Easy,10,43,95,28,Medium,3,14,0.1515166201828002
15015,19,Female,Asia,Strategy,13.288772135922745,0,Medium,7,165,74,1,Medium,22,18,0.7942713948978621
15016,32,Male,USA,Action,17.252544422915555,0,Hard,4,137,95,29,Medium,14,18,0.3943775466166265
15017,44,Male,Europe,Simulation,21.45328743036154,0,Easy,1,141,32,12,Low,8,11,0.9117784913381034
15018,45,Male,USA,Sports,9.075895087656718,0,Hard,16,67,87,16,Medium,27,14,0.9404484454125371
15019,24,Female,Asia,Action,1.8381152868419504,0,Easy,8,15,74,17,Low,23,16,0.05569098476740297
15020,29,Male,Other,Strategy,23.697987006965505,1,Easy,18,73,76,9,Medium,4,15,0.5803479748450682
15021,32,Male,Asia,Action,6.921047160628172,1,Easy,1,63,4,1,Low,27,14,0.3837150226140722
15022,37,Male,USA,Strategy,15.9995924594961,1,Easy,8,174,47,28,High,28,12,0.40842876748195345
15023,47,Male,Asia,Strategy,2.757451435922744,0,Medium,11,72,91,17,Medium,20,16,0.6162019471420364
15024,30,Male,USA,Sports,8.410494191597191,0,Hard,0,132,73,21,Low,11,12,0.7773404196723517
15025,49,Male,Other,Strategy,6.617232048023404,0,Medium,17,53,53,43,Medium,26,14,0.5496746600942255
15026,48,Male,USA,Simulation,23.120685059439307,0,Easy,10,49,30,16,Medium,11,12,0.7567475691096117
15027,42,Male,USA,Action,2.4453279435083184,0,Easy,4,99,89,0,Medium,27,11,0.9652081389152579
15028,16,Female,Asia,Action,0.4406442719385426,0,Hard,12,94,92,48,Medium,11,15,0.41103276487620033
15029,44,Female,USA,Strategy,14.326660066948762,1,Hard,2,45,24,22,Low,2,13,0.4445359187574093
15030,27,Male,Europe,Strategy,10.965102602635008,0,Easy,17,49,40,38,Medium,17,11,0.6733578156597525
15031,30,Female,USA,Sports,11.620748003547554,0,Easy,8,130,3,35,Medium,9,6,0.039467248631285146
15032,19,Male,Asia,Sports,10.218980019637364,0,Easy,6,110,43,4,Medium,28,11,0.11732337023205086
15033,42,Male,Asia,Strategy,0.6192681587224405,0,Medium,11,162,43,43,High,28,10,0.15055002881161517
15034,34,Male,Asia,RPG,6.000149986248999,0,Easy,16,141,57,29,High,2,11,0.5781837307669044
15035,38,Male,USA,Strategy,20.78214139592853,1,Medium,1,60,89,33,Low,29,9,0.5440917906074022
15036,41,Male,Asia,Simulation,17.435637116718354,0,Easy,7,77,44,32,Medium,24,11,0.3059359878620196
15037,44,Male,Europe,Action,18.25440889680461,0,Easy,5,128,48,37,Medium,15,11,0.5749092798560858
15038,41,Male,USA,RPG,22.12186515802749,1,Easy,7,158,64,9,High,16,8,0.9642843777860252
15039,40,Male,USA,RPG,8.62886079496885,0,Easy,9,94,18,5,Medium,25,12,0.8619892034341086
15040,21,Male,Other,RPG,7.050747242968501,0,Easy,17,160,44,44,High,4,11,0.3594814994438372
15041,19,Female,USA,Action,20.09875471307184,0,Hard,10,88,38,35,Medium,8,8,0.9513006340368794
15042,37,Male,Asia,Sports,21.931126467150047,0,Hard,6,138,41,0,Medium,9,16,0.35481564731112014
15043,42,Female,Other,RPG,21.05301098199832,0,Easy,17,47,51,45,Medium,26,14,0.5735098471520149
15044,48,Male,USA,Simulation,16.10430629447242,0,Easy,8,81,76,40,Medium,26,22,0.6861692258496531
15045,29,Male,Asia,Strategy,1.7182789691137057,0,Easy,11,29,34,1,Low,5,16,0.6089520070717848
15046,46,Female,USA,RPG,5.435296646703574,1,Easy,16,85,7,22,Medium,16,11,0.8450678162324986
15047,40,Female,USA,Action,22.30735028945892,0,Hard,4,115,82,19,Medium,13,10,0.5652874363398274
15048,45,Male,Europe,Action,16.61202369360621,0,Easy,18,123,37,29,High,7,12,0.3745969107632079
15049,33,Male,Europe,Simulation,11.07976093400631,0,Medium,12,125,2,26,High,26,9,0.5455221477437763
15050,23,Male,USA,RPG,16.022511625968264,0,Easy,10,148,77,42,High,20,10,0.9345883393479354
15051,43,Female,Europe,Sports,21.558782156758824,0,Medium,13,142,58,28,High,17,11,0.7102269110257108
15052,18,Male,USA,Action,17.103403262077457,0,Medium,11,147,5,11,High,3,14,0.2802703427697387
15053,17,Female,USA,Action,10.328577486522205,0,Easy,18,85,4,24,High,5,8,0.01973688491969472
15054,43,Female,Europe,Simulation,23.12727894881324,0,Easy,8,30,10,40,Low,19,12,0.6044283987714221
15055,25,Male,Europe,RPG,17.011433553477435,0,Easy,8,140,37,0,Medium,12,7,0.14741260029578673
15056,47,Female,USA,Simulation,19.17186079595444,0,Easy,2,96,39,19,Low,29,11,0.5035844182800508
15057,25,Female,Asia,Sports,3.747306901403735,0,Easy,13,136,31,35,High,27,14,0.24576626520228873
15058,41,Male,USA,Action,15.31404908467136,0,Hard,14,43,10,31,Medium,7,15,0.8974742267541288
15059,47,Male,Europe,Strategy,19.883845845363098,0,Hard,3,177,10,11,Medium,28,20,0.129882366325083
15060,35,Female,USA,Strategy,15.057632323423787,0,Easy,3,120,30,35,Medium,9,14,0.9842577592013764
15061,45,Male,Europe,Strategy,1.9607039323492292,1,Hard,4,63,37,3,Low,28,14,0.11067382496928135
15062,16,Female,Asia,Simulation,1.7217643689967463,0,Easy,17,113,43,46,High,6,7,0.6053048491423091
15063,41,Male,Europe,Sports,8.312426904102505,0,Hard,10,89,75,3,Medium,29,12,0.519210559858083
15064,25,Male,USA,Strategy,13.902426757282004,0,Medium,8,175,4,47,Medium,26,7,0.7252068647801253
15065,32,Female,Asia,Action,19.29908965782069,0,Easy,2,173,9,48,Low,17,13,0.22490064040822721
15066,15,Male,USA,RPG,17.952070930156985,1,Easy,2,17,36,34,Low,16,15,0.4285487612521641
15067,49,Male,USA,Simulation,0.6736239537772448,0,Medium,18,124,67,49,High,23,11,0.004449571373440375
15068,49,Female,Europe,Sports,6.867949577267603,1,Easy,3,20,71,20,Medium,3,18,0.6703137924292654
15069,45,Female,USA,Sports,20.182086173436115,0,Medium,17,122,31,32,High,21,10,0.31946884859282965
15070,42,Male,Other,Strategy,9.934063622161007,0,Hard,15,92,40,44,High,26,10,0.9585122093353725
15071,15,Female,Europe,Strategy,0.5717334464583779,0,Hard,0,91,27,21,Low,4,16,0.45881776848248057
15072,39,Male,USA,Action,18.536566840662115,0,Easy,17,74,30,39,Medium,10,5,0.693653705935705
15073,34,Female,USA,Sports,13.641573405584488,0,Hard,7,84,49,43,Medium,5,12,0.17433938035481744
15074,17,Male,Asia,RPG,3.29605347714731,1,Easy,1,10,54,47,Low,21,13,0.8061189407645627
